contig,nsnp,ndel,nins,N,position,sample,f_del,cell_line,condition,timepoint,replicate,name
GFP_BAR_DSBR_2,1.0,19.0,0.0,5154.0,58,HAP1_WT_24h_BR1,0.0036864571206829647,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,16.0,0.0,5154.0,59,HAP1_WT_24h_BR1,0.0031043849437330227,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,13.0,0.0,5154.0,60,HAP1_WT_24h_BR1,0.002522312766783081,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,2.0,8.0,0.0,5154.0,61,HAP1_WT_24h_BR1,0.0015521924718665113,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,8.0,0.0,5154.0,62,HAP1_WT_24h_BR1,0.0015521924718665113,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,3.0,0.0,5154.0,63,HAP1_WT_24h_BR1,0.0005820721769499418,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,3.0,0.0,5154.0,64,HAP1_WT_24h_BR1,0.0005820721769499418,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,3.0,0.0,5154.0,65,HAP1_WT_24h_BR1,0.0005820721769499418,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,1.0,0.0,5154.0,66,HAP1_WT_24h_BR1,0.00019402405898331392,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,67,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,68,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,69,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,70,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,71,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,5.0,5154.0,72,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,73,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,11.0,3.0,0.0,5154.0,74,HAP1_WT_24h_BR1,0.0005820721769499418,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,75,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,76,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,77,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,78,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,79,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,80,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,81,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,82,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,83,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,5154.0,84,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,5154.0,85,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,86,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,87,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,5154.0,88,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,5154.0,89,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,5154.0,90,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,91,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,92,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,93,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,94,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,5154.0,95,HAP1_WT_24h_BR1,0.0,HAP1,WT,24h,BR1,HAP1_WT
GFP_BAR_DSBR_2,5.0,0.0,0.0,14001.0,1,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,2,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,3,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,4,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,5,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,6,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,7,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,8,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,9,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,10,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,11,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,12,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,13,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,14,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,6.0,0.0,0.0,14001.0,15,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,16,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,17,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,18,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,1.0,0.0,14001.0,19,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,20,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,21,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,14001.0,22,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,1.0,0.0,14001.0,23,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,1.0,0.0,14001.0,24,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,1.0,0.0,14001.0,25,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,1.0,0.0,14001.0,26,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,14001.0,27,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,14001.0,28,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,14001.0,29,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,1.0,0.0,14001.0,30,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,14001.0,31,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,14001.0,32,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,14001.0,33,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,1.0,0.0,14001.0,34,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,6.0,1.0,0.0,14001.0,35,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,14001.0,36,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,1.0,0.0,14001.0,37,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,1.0,0.0,14001.0,38,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,2.0,0.0,14001.0,39,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,2.0,2.0,14001.0,40,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,7.0,0.0,14001.0,41,HAP1_WT_1h_BR2,0.0004999642882651239,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,7.0,1.0,14001.0,42,HAP1_WT_1h_BR2,0.0004999642882651239,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,16.0,3.0,14001.0,43,HAP1_WT_1h_BR2,0.001142775516034569,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,14.0,6.0,14001.0,44,HAP1_WT_1h_BR2,0.0009999285765302478,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,2.0,0.0,14001.0,45,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,2.0,0.0,14001.0,46,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,2.0,0.0,14001.0,47,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,2.0,0.0,14001.0,48,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,9.0,2.0,0.0,14001.0,49,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,2.0,0.0,14001.0,50,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,2.0,0.0,14001.0,51,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,2.0,0.0,14001.0,52,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,2.0,0.0,14001.0,53,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,2.0,0.0,14001.0,54,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,2.0,0.0,14001.0,55,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,2.0,1.0,14001.0,56,HAP1_WT_1h_BR2,0.00014284693950432112,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,14001.0,57,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,14001.0,58,HAP1_WT_1h_BR2,7.142346975216056e-05,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,59,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,0.0,0.0,14001.0,60,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,61,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,6.0,0.0,0.0,14001.0,62,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,63,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,64,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,65,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,66,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,67,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,68,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,69,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,70,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,71,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,8.0,14001.0,72,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,2.0,14001.0,73,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,32.0,12.0,1.0,14001.0,74,HAP1_WT_1h_BR2,0.0008570816370259267,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,75,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,76,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,0.0,0.0,14001.0,77,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,78,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,79,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,5.0,0.0,0.0,14001.0,80,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,81,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,82,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,83,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,84,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,85,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,86,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,87,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,88,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,89,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,14001.0,90,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,14001.0,91,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,92,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,14001.0,93,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,0.0,0.0,14001.0,94,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,14001.0,95,HAP1_WT_1h_BR2,0.0,HAP1,WT,1h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,1,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,2,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,3,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,4,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,5,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,6,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,7,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,8,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,9,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,10,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,8697.0,11,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,12,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,13,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,14,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,8697.0,15,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,16,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,17,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,4.0,0.0,0.0,8697.0,18,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,19,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,8697.0,20,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,8697.0,21,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,8697.0,22,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,23,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,24,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,25,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,26,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,27,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,1.0,0.0,8697.0,28,HAP1_WT_2h_BR2,0.00011498217776244682,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,29,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,30,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,8697.0,31,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,8697.0,32,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,8697.0,33,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,8697.0,34,HAP1_WT_2h_BR2,0.0,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,1.0,0.0,8697.0,35,HAP1_WT_2h_BR2,0.00011498217776244682,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,1.0,0.0,8697.0,36,HAP1_WT_2h_BR2,0.00011498217776244682,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,1.0,1.0,0.0,8697.0,37,HAP1_WT_2h_BR2,0.00011498217776244682,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,3.0,0.0,8697.0,38,HAP1_WT_2h_BR2,0.00034494653328734045,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,3.0,0.0,8697.0,39,HAP1_WT_2h_BR2,0.00034494653328734045,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,3.0,0.0,8697.0,40,HAP1_WT_2h_BR2,0.00034494653328734045,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,6.0,0.0,8697.0,41,HAP1_WT_2h_BR2,0.0006898930665746809,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,3.0,7.0,0.0,8697.0,42,HAP1_WT_2h_BR2,0.0008048752443371277,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,0.0,15.0,11.0,8697.0,43,HAP1_WT_2h_BR2,0.0017247326664367024,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,20.0,3.0,8697.0,44,HAP1_WT_2h_BR2,0.0022996435552489363,HAP1,WT,2h,BR2,HAP1_WT
GFP_BAR_DSBR_2,2.0,4.0,0.0,8697.0,45,HAP1_WT_2h_BR2,0.00045992871104978727,HAP1,WT,2h,BR2,HAP1_WT
